Unnamed: 0,County,Neighborhood,Room,Saloon,m2,Price,latitude,longitude
313,Yenimahalle,Turgut Özal Mahallesi,4.0,1,185,57000,39.9900292,32.7159693
314,Çankaya,Bahçelievler Mahallesi,3.0,0,110,35000,39.9278078,32.8264893
315,Mamak,Şirintepe Mahallesi,3.0,1,130,24000,39.9148073,32.9236783
316,Mamak,Kıbrısköy Mahallesi,3.0,1,130,27000,39.8407165,32.9994451
317,Mamak,Altıağaç Mahallesi,2.0,1,100,23500,39.940276,32.9185945
318,Keçiören,İncirli Mahallesi,2.0,1,110,23000,39.9845847,32.846361
319,Altındağ,Hacettepe Mahallesi,1.0,1,35,25000,39.9311536,32.8600444
320,Yenimahalle,Batı Sitesi Mahallesi,1.0,1,70,24500,39.9634059,32.698525
321,Altındağ,Solfasol Mahallesi,3.0,1,160,30000,39.9798282,32.9077874
322,Mamak,Altınevler Mahallesi,3.0,1,135,24000,39.9508759,32.8943761
323,Keçiören,Bademlik Mahallesi,3.0,1,105,13500,40.011999,32.8740528
324,Keçiören,Şehit Kubilay Mahallesi,3.0,1,105,21000,39.9929026,32.8082444
325,Polatlı,Fatih Mahallesi,3.0,1,140,19000,39.5775119,32.129141
326,Polatlı,Zafer Mahallesi,3.0,1,115,12000,39.5781587,32.1419104
327,Polatlı,Zafer Mahallesi,3.0,1,115,12000,39.5781587,32.1419104
328,Çankaya,Alacaatlı Mahallesi,1.0,1,50,27000,39.8478748,32.6747922
329,Polatlı,Şentepe Mahallesi,3.0,1,150,13000,39.5644641,32.1450555
330,Yenimahalle,Tepealtı Mahallesi,3.0,1,165,46000,39.9655907,32.8026752
331,Mamak,Balkiraz Mahallesi,2.0,1,90,15000,39.9324894,32.888608
332,Etimesgut,Şeyh Şamil Mahallesi,1.0,1,58,24000,39.9983957,32.6295384
333,Çankaya,100. Yıl Mahallesi,3.0,1,170,30000,39.9005605,32.870189
334,Keçiören,Yayla Mahallesi,4.0,1,155,32000,39.9920925,32.8292426
335,Etimesgut,Topçu Mahallesi,3.0,1,110,25000,39.9544543,32.6162905
336,Etimesgut,Oğuzlar Mahallesi,3.0,1,110,26000,39.9460524,32.6058963
337,Etimesgut,Oğuzlar Mahallesi,3.0,1,110,25000,39.9460524,32.6058963
338,Çankaya,Küçükesat Mahallesi,1.0,1,90,37500,39.907811,32.8669788
339,Etimesgut,Yavuz Selim Mahallesi,1.0,1,60,25900,39.9973354,32.6106209
340,Sincan,Atatürk Mahallesi,3.0,1,130,17500,39.9641128,32.5816913
341,Etimesgut,Aşağıyurtçu Mahallesi,2.0,1,120,23000,39.8146837,32.5367159
342,Yenimahalle,Gayret Mahallesi,2.0,1,100,25000,39.9591081,32.8110175
343,Çankaya,Kültür Mahallesi,3.0,1,125,32000,39.918059,32.8608941
344,Altındağ,Güneşevler Mahallesi,4.0,1,165,44000,39.9715887,32.8866238
345,Keçiören,Şefkat Mahallesi,3.0,1,90,15000,39.977612,32.8741329
346,Çankaya,Ertuğrulgazi Mahallesi,2.0,1,85,18500,39.9266737,32.8808702
347,Yenimahalle,Demetgül Mahallesi,3.0,1,130,19500,39.96265,32.7945377
348,Mamak,Aşık Veysel Mahallesi,3.0,1,120,19500,39.9240176,32.8954237
349,Mamak,Şirintepe Mahallesi,3.0,1,130,23000,39.9148073,32.9236783
350,Sincan,Mareşal Çakmak Mahallesi,3.0,1,130,18000,39.9622534,32.5870211
351,Mamak,Çağlayan Mahallesi,3.0,1,128,21500,39.9286716,32.9107271
352,Yenimahalle,Barış Mahallesi,2.0,1,125,33000,39.9688178,32.7945411
353,Yenimahalle,Yeni Batı Mahallesi,1.0,1,55,27000,39.9744626,32.6967138
354,Yenimahalle,Ergazi Mahallesi,3.0,1,110,30000,39.9569294,32.7111062
355,Yenimahalle,Yeni Batı Mahallesi,1.5,1,70,30000,39.9744626,32.6967138
356,Mamak,Misket Mahallesi,4.0,1,155,30000,39.9256542,32.9138403
357,Sincan,Tandoğan Mahallesi,3.0,1,105,18000,39.9650862,32.5762283
358,Keçiören,Esertepe Mahallesi,3.0,1,132,25000,39.9925408,32.8345423
359,Etimesgut,İstasyon Mahallesi,3.0,1,120,30000,39.9469837,32.6633365
360,Sincan,Alcı Mahallesi,3.0,1,145,14500,,
361,Keçiören,Tepebaşı Mahallesi,3.0,1,105,21000,39.9844422,32.8610263
362,Çankaya,Mebusevleri Mahallesi,3.0,1,125,40000,39.9332874,32.8340217
363,Çankaya,Büyükesat Mahallesi,3.0,1,135,55000,39.8923503,32.8769596
364,Çankaya,İlkbahar Mahallesi,2.0,1,160,50000,39.8621563,32.8585944
365,Çankaya,Koru Mahallesi,3.0,1,120,50000,39.8897575,32.6815613
366,Yenimahalle,Mehmet Akif Ersoy Mahallesi,3.0,1,135,57500,39.9662907,32.7715145
367,Yenimahalle,Ergenekon Mahallesi,3.0,1,115,17500,39.9750333,32.8103481
368,Keçiören,Etlik Mahallesi,3.0,1,155,29000,39.9799604,32.8284002
369,Keçiören,Çiçekli Mahallesi,3.0,1,125,20000,39.9822538,32.8566548
370,Yenimahalle,Yeni Batı Mahallesi,2.0,1,90,40000,39.9744626,32.6967138
371,Keçiören,Bağlarbaşı Mahallesi,3.0,1,170,22000,39.9932896,32.8795626
372,Mamak,Şafaktepe Mahallesi,3.0,1,110,18000,39.9391045,32.8877333
373,Çankaya,Sokullu Mehmet Paşa Mahallesi,3.0,1,125,27500,39.8926411,32.8337432
374,Etimesgut,Atayurt Mahallesi,2.0,1,85,22000,39.8419009,32.5398583
375,Çubuk,Dumlupınar Mahallesi,2.0,1,60,18500,40.123616,32.9411226
376,Mamak,Diriliş Mahallesi,3.0,1,120,25000,39.9514066,32.9017354
377,Yenimahalle,Beştepe Mahallesi,4.0,1,260,70000,39.9243387,32.812235
378,Yenimahalle,Barıştepe Mahallesi,3.0,1,140,32500,39.9857196,32.7978884
379,Sincan,Plevne Mahallesi,3.0,1,125,16500,39.9649906,32.5972253
380,Keçiören,Emrah Mahallesi,2.0,1,100,20500,39.974167,32.8460721
381,Keçiören,Aşağı Eğlence Mahallesi,3.0,1,125,21500,39.9715857,32.8378467
382,Keçiören,Çiçekli Mahallesi,1.0,1,92,18000,39.9822538,32.8566548
383,Çankaya,Bahçelievler Mahallesi,2.0,1,90,48000,39.9278078,32.8264893
384,Altındağ,Aydınlıkevler Mahallesi,2.0,1,90,25000,39.9627386,32.8748794
385,Keçiören,Esertepe Mahallesi,3.0,1,120,22000,39.9925408,32.8345423
386,Gölbaşı,Seğmenler Mahallesi,3.0,1,115,30000,,
387,Mamak,Altıağaç Mahallesi,3.0,1,110,25000,39.940276,32.9185945
388,Etimesgut,İstasyon Mahallesi,2.0,1,90,26000,39.9469837,32.6633365
389,Gölbaşı,Karşıyaka Mahallesi,3.0,1,150,35000,39.7968532,32.7978875
390,Keçiören,Esertepe Mahallesi,3.0,1,128,25000,39.9925408,32.8345423
391,Keçiören,Güçlükaya Mahallesi,3.0,1,120,25000,39.9832687,32.8695984
392,Keçiören,İncirli Mahallesi,4.0,1,175,36000,39.9845847,32.846361
393,Keçiören,Yükseltepe Mahallesi,3.0,1,138,25000,40.0006432,32.8077829
394,Yenimahalle,Yunus Emre Mahallesi,3.0,1,125,30000,39.9683128,32.8124025
395,Etimesgut,30 Ağustos Mahallesi,3.0,1,115,19000,39.9435499,32.6558978
396,Çankaya,Çamlıtepe Mahallesi,2.0,1,90,35000,39.9267691,32.8698635
397,Çankaya,Ayrancı Mahallesi,2.0,1,90,29000,39.9028644,32.8498192
398,Etimesgut,Piyade Mahallesi,3.0,1,120,31000,39.9509373,32.6379972
399,Mamak,Zirvekent Mahallesi,1.0,1,55,15500,39.8583371,32.9676194
400,Sincan,Fevzi Çakmak Mahallesi,3.0,1,150,26000,40.0128919,32.5172466
401,Çankaya,Cebeci Mahallesi,3.0,1,120,31500,39.9325248,32.8781919
402,Keçiören,Ufuktepe Mahallesi,2.0,1,100,20000,40.0122692,32.8527711
403,Gölbaşı,İncek Mahallesi,2.0,1,75,22500,39.8075431,32.6973502
404,Keçiören,Bağlarbaşı Mahallesi,3.0,1,135,29000,39.9932896,32.8795626
405,Etimesgut,Elvan Mahallesi,3.0,1,165,26000,39.9489178,32.6291227
406,Sincan,Mareşal Çakmak Mahallesi,3.0,1,110,18500,39.9622534,32.5870211
407,Altındağ,Kavaklı Mahallesi,3.0,1,160,22000,40.0021256,33.0465882
408,Sincan,Ulubatlı Hasan Mahallesi,2.0,1,70,12500,39.9913946,32.5970093
409,Yenimahalle,Demetgül Mahallesi,3.0,1,130,30000,39.96265,32.7945377
410,Yenimahalle,İnönü Mahallesi,3.0,2,165,28000,39.9533428,32.7219775
411,Sincan,Fevzi Çakmak Mahallesi,4.0,1,140,25000,40.0128919,32.5172466
412,Sincan,Mareşal Çakmak Mahallesi,3.0,1,120,18000,39.9622534,32.5870211
413,Sincan,Pınarbaşı Mahallesi,2.0,1,105,15750,39.9494709,32.5704168
414,Sincan,Saraycık Mahallesi,2.0,1,100,21000,39.9388091,32.5771045
415,Akyurt,Yeşiltepe Mahallesi,2.5,1,80,14000,40.1389577,33.089533
416,Mamak,Ege Mahallesi,4.0,1,175,42000,39.9008874,32.9169558
417,Etimesgut,Topçu Mahallesi,3.0,1,120,20000,39.9544543,32.6162905
418,Keçiören,Ayvalı Mahallesi,2.0,1,90,15500,39.9833642,32.8182536
419,Etimesgut,Yeşilova Mahallesi,4.0,1,165,52500,39.9647722,32.6045166
420,Keçiören,Bağlarbaşı Mahallesi,3.0,1,125,23000,39.9932896,32.8795626
421,Sincan,Andiçen Mahallesi,2.0,1,95,21000,39.9535468,32.5841885
422,Keçiören,Şenlik Mahallesi,3.0,1,130,22750,39.9959239,32.8704206
423,Polatlı,Fatih Mahallesi,3.0,1,140,19000,39.5775119,32.129141
424,Mamak,General Zeki Doğan Mahallesi,2.0,1,95,18000,39.9167721,32.9061676
425,Çankaya,Korkutreis Mahallesi,2.0,1,95,31000,39.926101,32.8517951
426,Etimesgut,Ahi Mesut Mahallesi,3.0,1,130,35000,39.9343671,32.6385704
427,Çankaya,Büyükesat Mahallesi,3.0,1,135,37000,39.8923503,32.8769596
428,Etimesgut,Şehit Osman Avcı Mahallesi,1.0,1,50,18000,39.9792655,32.6539061
429,Keçiören,Kanuni Mahallesi,3.0,1,130,30000,40.0207977,32.8589705
430,Akyurt,Yeşiltepe Mahallesi,2.0,1,110,15500,40.1389577,33.089533
431,Keçiören,Ayvalı Mahallesi,5.0,1,220,32500,39.9833642,32.8182536
432,Yenimahalle,Mehmet Akif Ersoy Mahallesi,1.0,1,58,35000,39.9662907,32.7715145
433,Keçiören,Yayla Mahallesi,3.0,1,120,29500,39.9920925,32.8292426
434,Sincan,Selçuklu Mahallesi,2.0,1,103,16000,39.9538197,32.5988363
435,Sincan,Mareşal Çakmak Mahallesi,3.0,1,126,16000,39.9622534,32.5870211
436,Altındağ,Gültepe Mahallesi,2.0,1,110,19500,39.9487494,32.8849449
437,Çankaya,Metin Akkuş Mahallesi,3.0,1,135,46000,39.869753,32.8434339
438,Keçiören,Yayla Mahallesi,2.0,1,110,21000,39.9920925,32.8292426
439,Çankaya,Öveçler Mahallesi,3.0,1,110,31500,39.8875322,32.8304861
440,Çankaya,Maltepe Mahallesi,2.0,1,85,32000,39.9245796,32.845407
441,Sincan,Selçuklu Mahallesi,3.0,1,120,21500,39.9538197,32.5988363
442,Çankaya,Remzi Oğuz Arık Mahallesi,3.0,1,120,35000,39.9072111,32.8598419
443,Yenimahalle,Gazi Mahallesi,2.0,1,55,41000,39.9441968,32.8132357
444,Yenimahalle,Gazi Mahallesi,1.0,1,43,32000,39.9441968,32.8132357
445,Çankaya,Yücetepe Mahallesi,1.0,1,60,35000,39.9207809,32.8408492
446,Çankaya,Koru Mahallesi,3.0,1,115,50000,39.8897575,32.6815613
447,Etimesgut,Süvari Mahallesi,3.0,1,120,29500,39.9487007,32.6455548
448,Çankaya,Birlik Mahallesi,3.0,1,130,27500,39.8793835,32.8801712
449,Gölbaşı,Karşıyaka Mahallesi,3.0,1,120,25000,39.7968532,32.7978875
450,Yenimahalle,İnönü Mahallesi,2.0,1,115,55000,39.9533428,32.7219775
451,Çankaya,Kızılırmak Mahallesi,4.0,1,200,90000,39.9054617,32.8111203
452,Çankaya,Konutkent Mahallesi,1.0,1,50,23500,39.877841,32.6679958
453,Çankaya,Konutkent Mahallesi,1.0,1,50,23000,39.877841,32.6679958
454,Keçiören,Etlik Mahallesi,2.0,1,110,20000,39.9799604,32.8284002
455,Keçiören,Esertepe Mahallesi,2.0,1,110,20000,39.9925408,32.8345423
456,Yenimahalle,Kentkoop Mahallesi,2.0,1,90,25000,39.965282,32.7260379
457,Çankaya,Anıttepe Mahallesi,1.0,1,60,35000,39.9314478,32.840637
458,Çankaya,Kültür Mahallesi,2.0,1,80,28000,39.918059,32.8608941
459,Çankaya,Remzi Oğuz Arık Mahallesi,1.0,1,45,34500,39.9072111,32.8598419
460,Keçiören,Esertepe Mahallesi,2.0,1,100,16500,39.9925408,32.8345423
461,Çankaya,Kocatepe Mahallesi,3.0,1,110,28000,39.9199852,32.8582095
462,Çankaya,Öveçler Mahallesi,3.0,1,145,37500,39.8875322,32.8304861
463,Etimesgut,Aşağıyurtçu Mahallesi,3.0,1,137,22000,39.8146837,32.5367159
464,Çankaya,Metin Oktay Mahallesi,1.0,1,50,22500,39.9100219,32.8753577
465,Keçiören,Yayla Mahallesi,3.0,1,105,21000,39.9920925,32.8292426
466,Çankaya,İleri Mahallesi,3.0,1,110,24000,39.9216132,32.8691802
467,Sincan,Malazgirt Mahallesi,3.0,1,130,21500,39.9566483,32.5705119
468,Keçiören,Ayvalı Mahallesi,3.0,1,140,24000,39.9833642,32.8182536
469,Şereflikoçhisar,İstiklal Mahallesi,3.0,1,150,18000,38.9294815,33.5500792
470,Keçiören,Aşağı Eğlence Mahallesi,2.0,1,105,22500,39.9715857,32.8378467
471,Etimesgut,İstasyon Mahallesi,2.0,1,100,30000,39.9469837,32.6633365
472,Keçiören,Kalaba Mahallesi,3.0,1,125,23500,39.9766065,32.8648071
473,Çankaya,Maltepe Mahallesi,3.0,1,110,39500,39.9245796,32.845407
474,Çankaya,Maltepe Mahallesi,3.0,1,170,50000,39.9245796,32.845407
475,Mamak,Şahintepe Mahallesi,3.0,1,110,18000,39.9189342,32.9165611
476,Keçiören,Esertepe Mahallesi,2.0,1,110,15500,39.9925408,32.8345423
477,Mamak,Şahintepe Mahallesi,3.0,1,110,18000,39.9189342,32.9165611
478,Keçiören,Esertepe Mahallesi,2.0,1,110,15500,39.9925408,32.8345423
479,Keçiören,Ayvalı Mahallesi,3.0,1,120,27500,39.9833642,32.8182536
480,Mamak,Altıağaç Mahallesi,3.0,1,110,30000,39.940276,32.9185945
481,Keçiören,Karşıyaka Mahallesi,3.0,1,120,19500,40.0520255,32.8450575
482,Pursaklar,Yunus Emre Mahallesi,3.0,1,125,27500,40.0324196,32.8971405
483,Etimesgut,Topçu Mahallesi,5.0,1,240,35000,39.9544543,32.6162905
484,Keçiören,Çaldıran Mahallesi,2.0,1,95,11000,39.9876384,32.8883636
485,Keçiören,İncirli Mahallesi,3.0,1,125,23000,39.9845847,32.846361
486,Keçiören,İncirli Mahallesi,4.0,1,220,35000,39.9845847,32.846361
487,Keçiören,İncirli Mahallesi,2.0,1,100,22000,39.9845847,32.846361
488,Keçiören,Etlik Mahallesi,6.0,2,450,47500,39.9799604,32.8284002
489,Pursaklar,Mimar Sinan Mahallesi,3.0,1,125,25000,40.032216,32.8860111
490,Sincan,Mustafa Kemal Mahallesi,3.0,1,145,30000,40.0037498,32.5183528
491,Keçiören,Pınarbaşı Mahallesi,4.0,1,130,24000,40.002022,32.86543
492,Etimesgut,Ayyıldız Mahallesi,3.0,1,135,35000,39.9389392,32.6177422
493,Etimesgut,Ahi Mesut Mahallesi,3.0,1,140,35000,39.9343671,32.6385704
494,Çankaya,Anıttepe Mahallesi,1.0,1,45,27500,39.9314478,32.840637
495,Çankaya,Yukarı Bahçelievler Mahallesi,2.0,1,70,53000,39.9221083,32.8261127
496,Çankaya,Şehit Cengiz Karaca Mahallesi,3.0,1,140,29000,39.8748047,32.8303804
497,Çankaya,Huzur Mahallesi,3.0,1,105,26500,39.8749037,32.8205341
498,Mamak,Karaağaç Mahallesi,3.0,1,110,21000,39.9371026,32.9224707
499,Altındağ,Örnek Mahallesi,3.0,1,110,18000,39.9561899,32.8728653
500,Çankaya,Kültür Mahallesi,3.0,1,125,32000,39.918059,32.8608941
501,Çankaya,Bahçelievler Mahallesi,1.0,1,80,40000,39.9278078,32.8264893
502,Etimesgut,Turkuaz Mahallesi,4.0,1,195,29500,39.813935,32.5702419
503,Etimesgut,Turkuaz Mahallesi,2.0,1,95,18500,39.813935,32.5702419
504,Etimesgut,Turkuaz Mahallesi,3.0,1,132,25000,39.813935,32.5702419
505,Etimesgut,Turkuaz Mahallesi,2.0,1,95,21500,39.813935,32.5702419
506,Etimesgut,Turkuaz Mahallesi,2.0,1,95,17500,39.813935,32.5702419
507,Sincan,İstasyon Mahallesi,3.0,1,115,21000,39.9697924,32.5821159
508,Gölbaşı,Gaziosmanpaşa Mahallesi,1.0,1,55,22000,39.7919312,32.8037779
509,Kahramankazan,Atatürk Mahallesi,3.0,1,130,23000,40.203868,32.6792445
510,Çankaya,Bahçelievler Mahallesi,2.0,1,74,40000,39.9278078,32.8264893
511,Sincan,Mareşal Çakmak Mahallesi,3.0,1,120,20000,39.9622534,32.5870211
512,Çankaya,Şehit Cevdet Özdemir Mahallesi,3.0,1,135,30000,39.8822092,32.8333949
513,Çankaya,Oran Mahallesi,4.0,1,165,100000,39.8475718,32.8236051
514,Çankaya,Oran Mahallesi,4.0,1,175,109000,39.8475718,32.8236051
515,Gölbaşı,İncek Mahallesi,1.0,1,55,17500,39.8075431,32.6973502
516,Keçiören,Pınarbaşı Mahallesi,3.0,1,140,25500,40.002022,32.86543
517,Yenimahalle,Karşıyaka Mahallesi,3.0,1,120,25000,39.9696634,32.7909984
518,Etimesgut,Topçu Mahallesi,3.0,1,110,26000,39.9544543,32.6162905
519,Çankaya,Yukarı Bahçelievler Mahallesi,3.0,1,110,40000,39.9221083,32.8261127
520,Çankaya,Yaşamkent Mahallesi,1.0,1,45,25000,39.858413,32.6438736
521,Çankaya,Yaşamkent Mahallesi,1.0,1,45,23000,39.858413,32.6438736
522,Etimesgut,Erler Mahallesi,4.0,1,180,60000,39.9416749,32.6833439
523,Çankaya,İşçi Blokları Mahallesi,4.5,1,196,90000,39.8935146,32.7982283
524,Mamak,Abidinpaşa Mahallesi,3.0,1,100,18000,39.928423,32.8869226
525,Çankaya,Cevizlidere Mahallesi,3.0,0,140,47000,39.8850486,32.8167413
526,Etimesgut,Yeşilova Mahallesi,2.0,1,85,31000,39.9647722,32.6045166
527,Altındağ,Örnek Mahallesi,2.0,1,70,15500,39.9561899,32.8728653
528,Çankaya,İlkbahar Mahallesi,3.0,1,130,96000,39.8621563,32.8585944
529,Çankaya,İlkadım Mahallesi,4.0,1,190,110000,39.8813875,32.8408806
530,Çankaya,İlkbahar Mahallesi,2.0,1,110,46500,39.8621563,32.8585944
531,Mamak,General Zeki Doğan Mahallesi,4.5,1,220,43900,39.9167721,32.9061676
532,Keçiören,Aşağı Eğlence Mahallesi,3.0,1,120,26250,39.9715857,32.8378467
533,Altındağ,Güneşevler Mahallesi,4.0,1,165,41500,39.9715887,32.8866238
534,Etimesgut,Atayurt Mahallesi,3.0,1,118,26000,39.8419009,32.5398583
535,Etimesgut,Atayurt Mahallesi,3.0,1,130,21000,39.8419009,32.5398583
536,Gölbaşı,Karşıyaka Mahallesi,1.0,1,55,25000,39.7968532,32.7978875
537,Çankaya,Gaziosmanpaşa Mahallesi,3.0,1,150,45000,39.8971118,32.8661926
538,Gölbaşı,Bahçelievler Mahallesi,4.0,1,160,29500,39.789888,32.8072715
539,Keçiören,İncirli Mahallesi,2.0,1,110,15500,39.9845847,32.846361
540,Çankaya,Öveçler Mahallesi,3.0,1,125,30000,39.8875322,32.8304861
541,Keçiören,Güçlükaya Mahallesi,3.0,1,135,35000,39.9832687,32.8695984
542,Sincan,Tandoğan Mahallesi,5.0,1,230,35000,39.9650862,32.5762283
543,Keçiören,Ufuktepe Mahallesi,3.0,1,125,22500,40.0122692,32.8527711
544,Yenimahalle,Çamlıca Mahallesi,1.0,1,55,30500,39.9524496,32.7845755
545,Yenimahalle,Beştepe Mahallesi,2.0,1,80,27000,39.9243387,32.812235
546,Keçiören,Atapark Mahallesi,3.0,1,130,21000,40.007897,32.844849
547,Çankaya,Sokullu Mehmet Paşa Mahallesi,2.0,1,100,25000,39.8926411,32.8337432
548,Çankaya,Öveçler Mahallesi,2.0,1,95,25000,39.8875322,32.8304861
549,Mamak,Harman Mahallesi,2.0,1,97,17500,39.9360678,32.9088086
550,Polatlı,Şehitlik Mahallesi,3.0,1,145,24000,39.5821905,32.1259406
551,Çankaya,Sağlık Mahallesi,1.0,1,85,15000,39.9260732,32.8580372
552,Sincan,Törekent Mahallesi,4.0,1,180,36000,39.9895939,32.5585566
553,Etimesgut,Atayurt Mahallesi,2.0,1,137,21000,39.8419009,32.5398583
554,Keçiören,Kamil Ocak Mahallesi,2.0,1,95,19000,39.9842949,32.8807172
555,Keçiören,Köşk Mahallesi,2.0,1,105,20000,40.0030298,32.8742415
556,Sincan,Malazgirt Mahallesi,3.0,1,140,20000,39.9566483,32.5705119
557,Etimesgut,Atayurt Mahallesi,3.0,1,137,20000,39.8419009,32.5398583
558,Yenimahalle,Yeni Batı Mahallesi,2.0,1,85,42000,39.9744626,32.6967138
559,Mamak,Durali Alıç Mahallesi,3.0,1,145,26500,39.9029715,32.9308802
560,Altındağ,Karacaören Mahallesi,2.0,1,95,12500,40.0329033,32.9209737
561,Etimesgut,Topçu Mahallesi,3.0,1,110,26000,39.9544543,32.6162905
562,Çankaya,Yukarı Bahçelievler Mahallesi,1.0,1,60,36000,39.9221083,32.8261127
563,Yenimahalle,Turgut Özal Mahallesi,4.0,1,175,50000,39.9900292,32.7159693
564,Etimesgut,Tunahan Mahallesi,1.0,1,52,18000,39.9860189,32.6232237
565,Etimesgut,Ayyıldız Mahallesi,2.0,1,90,27000,39.9389392,32.6177422
566,Etimesgut,Aşağıyurtçu Mahallesi,3.0,1,118,18000,39.8146837,32.5367159
567,Çankaya,Emek Mahallesi,4.0,1,130,38000,39.9222107,32.8174961
568,Çankaya,Emek Mahallesi,1.0,1,55,35000,39.9222107,32.8174961
569,Sincan,Fevzi Çakmak Mahallesi,3.0,1,130,24500,40.0128919,32.5172466
570,Yenimahalle,Demetgül Mahallesi,2.0,1,100,22000,39.96265,32.7945377
571,Keçiören,Emrah Mahallesi,2.0,1,115,25000,39.974167,32.8460721
572,Mamak,Cengizhan Mahallesi,3.0,1,135,22000,39.9000451,32.9239483
573,Yenimahalle,Demetlale Mahallesi,2.0,1,110,26000,39.9634391,32.7902555
574,Yenimahalle,Demetgül Mahallesi,2.0,1,90,20000,39.96265,32.7945377
575,Pursaklar,Fatih Mahallesi,3.0,1,125,22750,40.0400593,32.9014983
576,Çankaya,100. Yıl Mahallesi,1.0,1,80,35000,39.9005605,32.870189
577,Keçiören,Etlik Mahallesi,3.0,1,100,20000,39.9799604,32.8284002
578,Çankaya,Cebeci Mahallesi,1.0,1,55,29500,39.9325248,32.8781919
579,Çankaya,Yaşamkent Mahallesi,2.0,1,55,21000,39.858413,32.6438736
580,Çankaya,Yıldızevler Mahallesi,5.0,1,260,47500,39.8764536,32.860692
581,Çankaya,Kızılırmak Mahallesi,4.5,1,240,90000,39.9054617,32.8111203
582,Etimesgut,Atakent Mahallesi,2.0,1,110,29000,39.9525155,32.6100851
583,Mamak,Durali Alıç Mahallesi,3.0,1,130,36999,39.9029715,32.9308802
584,Çankaya,Kırkkonaklar Mahallesi,3.0,1,160,38000,39.8916442,32.8860421
585,Gölbaşı,Bahçelievler Mahallesi,1.0,1,58,30000,39.789888,32.8072715
586,Keçiören,Yayla Mahallesi,2.0,1,100,26000,39.9920925,32.8292426
587,Etimesgut,30 Ağustos Mahallesi,3.0,1,110,20000,39.9435499,32.6558978
588,Sincan,Andiçen Mahallesi,3.0,1,120,18000,39.9535468,32.5841885
589,Keçiören,Pınarbaşı Mahallesi,3.0,1,115,16500,40.002022,32.86543
590,Sincan,Törekent Mahallesi,4.0,1,180,42500,39.9895939,32.5585566
591,Etimesgut,Güzelkent Mahallesi,3.0,1,135,27000,39.9872497,32.6074042
592,Etimesgut,Yavuz Selim Mahallesi,3.0,1,130,29000,39.9973354,32.6106209
593,Etimesgut,Eryaman Mahallesi,3.0,1,125,27000,39.9722971,32.6212797
594,Çankaya,Seyranbağları Mahallesi,2.0,1,80,25000,39.9159567,32.8665568
595,Etimesgut,Eryaman Mahallesi,3.0,1,125,27000,39.9722971,32.6212797
596,Çankaya,Seyranbağları Mahallesi,2.0,1,80,25000,39.9159567,32.8665568
597,Yenimahalle,İlkyerleşim Mahallesi,3.0,1,145,34500,39.9737954,32.7277556
598,Çankaya,Erzurum Mahallesi,2.0,1,80,30000,39.9309574,32.8717502
599,Etimesgut,Yeşilova Mahallesi,2.0,1,76,35000,39.9647722,32.6045166
600,Çankaya,Hilal Mahallesi,2.0,1,120,39000,39.8688676,32.8560354
601,Mamak,Karaağaç Mahallesi,3.0,1,110,17500,39.9371026,32.9224707
602,Mamak,Mehtap Mahallesi,3.0,1,115,20000,39.9327491,32.897245
603,Sincan,Andiçen Mahallesi,3.0,1,120,20000,39.9535468,32.5841885
604,Yenimahalle,Yeni Batı Mahallesi,4.0,1,190,50000,39.9744626,32.6967138
605,Çankaya,Büyükesat Mahallesi,4.0,1,180,50000,39.8923503,32.8769596
606,Keçiören,Kanuni Mahallesi,3.0,1,110,14000,40.0207977,32.8589705
607,Kahramankazan,Atatürk Mahallesi,3.0,1,135,18000,40.203868,32.6792445
608,Yenimahalle,Pamuklar Mahallesi,3.0,1,150,34000,39.9829753,32.8074181
609,Gölbaşı,Seğmenler Mahallesi,3.0,1,125,25500,,
610,Gölbaşı,Bahçelievler Mahallesi,1.0,1,55,29500,39.789888,32.8072715
611,Gölbaşı,Seğmenler Mahallesi,1.0,1,60,22000,,
612,Mamak,Hürel Mahallesi,2.0,1,95,16000,39.9368979,32.8982825
613,Mamak,Türközü Mahallesi,1.0,1,60,35750,39.9119824,32.8873719
614,Mamak,Fahri Korutürk Mahallesi,3.0,1,135,22000,39.9099498,32.9227993
615,Çankaya,Akpınar Mahallesi,4.0,1,135,32000,39.8660015,32.8121339
616,Çankaya,Malazgirt Mahallesi,3.0,1,135,26000,39.8702464,32.8301003
617,Altındağ,Karapürçek Mahallesi,5.0,2,260,30000,39.9715113,32.9691378
618,Polatlı,İstiklal Mahallesi,4.0,1,185,25500,39.576255,32.1576046
619,Etimesgut,Devlet Mahallesi,3.0,1,110,45000,39.9772884,32.6066636
620,Sincan,Plevne Mahallesi,3.0,1,110,18000,39.9649906,32.5972253
621,Çankaya,Çiğdem Mahallesi,4.0,1,200,57000,39.8838377,32.8028892
622,Çankaya,İşçi Blokları Mahallesi,2.0,1,100,32000,39.8935146,32.7982283
623,Sincan,Menderes Mahallesi,3.0,1,130,30000,40.0053079,32.5305332
624,Keçiören,Ovacık Mahallesi,4.0,1,200,51000,40.009709,32.8319878
625,Keçiören,Etlik Mahallesi,3.0,1,110,28500,39.9799604,32.8284002
626,Akyurt,Yıldırım Mahallesi,3.0,1,145,17000,40.122443,33.0759373
627,Akyurt,Yıldırım Mahallesi,3.0,1,160,16500,40.122443,33.0759373
628,Gölbaşı,Örencik Mahallesi,1.0,1,70,26500,39.781067,32.834237
