Unnamed: 0,County,Neighborhood,Room,Saloon,m2,Price,latitude,longitude
1325,Keçiören,Yükseltepe Mahallesi,5.0,1,240,50000,40.0006432,32.8077829
1326,Etimesgut,Ahi Mesut Mahallesi,3.0,1,100,32000,39.9343671,32.6385704
1327,Çankaya,Kazım Özalp Mahallesi,2.0,1,125,36000,39.8931202,32.8697628
1328,Çankaya,Yukarı Bahçelievler Mahallesi,2.0,1,100,42000,39.9221083,32.8261127
1329,Mamak,Balkiraz Mahallesi,2.0,1,75,26500,39.9324894,32.888608
1330,Keçiören,Pınarbaşı Mahallesi,3.0,1,110,20000,40.002022,32.86543
1331,Keçiören,Basınevleri Mahallesi,1.0,1,55,22500,39.9696497,32.8531202
1332,Etimesgut,Yapracık Mahallesi,4.0,1,160,25000,39.865294,32.5817705
1333,Mamak,Aşık Veysel Mahallesi,2.0,1,100,15000,39.9240176,32.8954237
1334,Mamak,Peyami Safa Mahallesi,3.0,1,115,20000,39.9204117,32.8946544
1335,Çankaya,Kızılırmak Mahallesi,4.0,1,220,65000,39.9054617,32.8111203
1336,Çankaya,Alacaatlı Mahallesi,1.0,1,45,23500,39.8478748,32.6747922
1337,Sincan,Menderes Mahallesi,3.0,1,160,34000,40.0053079,32.5305332
1338,Çankaya,Kazım Özalp Mahallesi,2.0,1,90,24000,39.8931202,32.8697628
1339,Etimesgut,Şehit Osman Avcı Mahallesi,1.0,1,70,25500,39.9792655,32.6539061
1340,Yenimahalle,Yeni Batı Mahallesi,1.0,1,65,26250,39.9744626,32.6967138
1341,Yenimahalle,Burç Mahallesi,5.0,1,280,41000,39.9874526,32.801643
1342,Keçiören,Ovacık Mahallesi,4.5,1,170,53000,40.009709,32.8319878
1343,Sincan,Hürriyet Mahallesi,3.0,1,130,14000,39.953579,32.5909807
1344,Mamak,Balkiraz Mahallesi,3.0,1,120,22000,39.9324894,32.888608
1345,Keçiören,Esertepe Mahallesi,6.0,1,270,36000,39.9925408,32.8345423
1346,Çubuk,Esenboğa Merkez Mahallesi,1.0,1,65,15000,,
1347,Çankaya,Hilal Mahallesi,2.0,1,155,62000,39.8688676,32.8560354
1348,Keçiören,Ayvalı Mahallesi,4.0,1,170,25000,39.9833642,32.8182536
1349,Çankaya,Öveçler Mahallesi,3.0,1,120,30000,39.8875322,32.8304861
1350,Çankaya,Cebeci Mahallesi,3.0,1,120,29500,39.9325248,32.8781919
1351,Pursaklar,Mimar Sinan Mahallesi,4.0,1,170,38500,40.032216,32.8860111
1352,Gölbaşı,İncek Mahallesi,1.0,1,45,18000,39.8075431,32.6973502
1353,Gölbaşı,İncek Mahallesi,1.0,1,55,16250,39.8075431,32.6973502
1354,Gölbaşı,İncek Mahallesi,1.0,1,42,16000,39.8075431,32.6973502
1355,Keçiören,Şefkat Mahallesi,3.0,1,120,25000,39.977612,32.8741329
1356,Gölbaşı,İncek Mahallesi,1.0,1,50,28250,39.8075431,32.6973502
1357,Yenimahalle,İnönü Mahallesi,1.0,1,60,31000,39.9533428,32.7219775
1358,Etimesgut,Şehit Osman Avcı Mahallesi,2.0,1,100,25000,39.9792655,32.6539061
1359,Yenimahalle,Aşağı Yahyalar Mahallesi,1.0,0,38,17750,39.9819708,32.7744614
1360,Çankaya,Meşrutiyet Mahallesi,1.0,0,25,20000,39.9176167,32.855373
1361,Çankaya,Aşıkpaşa Mahallesi,2.0,1,90,21000,39.9094774,32.8831469
1362,Gölbaşı,Taşpınar Mahallesi,1.0,1,50,30000,39.8306678,32.7588042
1363,Çankaya,Gaziosmanpaşa Mahallesi,2.0,1,140,55000,39.8971118,32.8661926
1364,Çankaya,Büyükesat Mahallesi,4.0,1,200,40000,39.8923503,32.8769596
1365,Çankaya,Kırkkonaklar Mahallesi,4.0,1,200,50000,39.8916442,32.8860421
1366,Gölbaşı,İncek Mahallesi,2.0,1,55,26000,39.8075431,32.6973502
1367,Gölbaşı,İncek Mahallesi,1.0,1,60,20000,39.8075431,32.6973502
1368,Gölbaşı,İncek Mahallesi,1.0,1,47,17000,39.8075431,32.6973502
1369,Gölbaşı,Taşpınar Mahallesi,1.0,1,45,18500,39.8306678,32.7588042
1370,Gölbaşı,Taşpınar Mahallesi,2.0,1,70,34000,39.8306678,32.7588042
1371,Çankaya,100. Yıl Mahallesi,3.0,1,150,47500,39.9005605,32.870189
1372,Keçiören,Aşağı Eğlence Mahallesi,2.0,1,95,21000,39.9715857,32.8378467
1373,Keçiören,Kuşcağız Mahallesi,3.0,1,130,21000,39.9946817,32.8518525
1374,Çankaya,Kazım Özalp Mahallesi,2.0,1,110,42000,39.8931202,32.8697628
1375,Altındağ,Aydınlıkevler Mahallesi,2.0,1,100,25000,39.9627386,32.8748794
1376,Etimesgut,Yeşilova Mahallesi,4.0,1,165,50000,39.9647722,32.6045166
1377,Çankaya,Alacaatlı Mahallesi,1.0,1,55,25350,39.8478748,32.6747922
1378,Pursaklar,Ayyıldız Mahallesi,2.0,1,65,15000,40.0276091,32.8903299
1379,Pursaklar,Ayyıldız Mahallesi,2.0,1,65,15000,40.0276091,32.8903299
1380,Keçiören,Emrah Mahallesi,2.0,1,125,23500,39.974167,32.8460721
1381,Gölbaşı,Örencik Mahallesi,2.0,1,87,25500,39.781067,32.834237
1382,Çankaya,İlkbahar Mahallesi,3.0,1,130,41500,39.8621563,32.8585944
1383,Çankaya,İlkbahar Mahallesi,1.0,1,80,35500,39.8621563,32.8585944
1384,Çankaya,İşçi Blokları Mahallesi,3.0,1,110,50000,39.8935146,32.7982283
1385,Çankaya,İlkbahar Mahallesi,1.0,1,80,35500,39.8621563,32.8585944
1386,Çankaya,İşçi Blokları Mahallesi,3.0,1,110,50000,39.8935146,32.7982283
1387,Çankaya,Alacaatlı Mahallesi,1.0,1,62,32000,39.8478748,32.6747922
1388,Yenimahalle,Serhat Mahallesi,7.0,1,360,76500,39.9843715,32.7611521
1389,Keçiören,Ayvalı Mahallesi,3.0,1,130,20000,39.9833642,32.8182536
1390,Pursaklar,Saray Cumhuriyet Mahallesi,4.0,1,211,43500,40.073594,32.9354818
1391,Yenimahalle,Burç Mahallesi,3.0,1,150,32500,39.9874526,32.801643
1392,Gölbaşı,Kızılcaşar Mahallesi,1.0,1,60,28500,39.8227276,32.732967
1393,Gölbaşı,İncek Mahallesi,2.0,1,100,26250,39.8075431,32.6973502
1394,Gölbaşı,İncek Mahallesi,1.0,1,45,22000,39.8075431,32.6973502
1395,Gölbaşı,İncek Mahallesi,1.0,1,45,23000,39.8075431,32.6973502
1396,Gölbaşı,Kızılcaşar Mahallesi,1.0,0,35,24000,39.8227276,32.732967
1397,Gölbaşı,İncek Mahallesi,1.0,1,50,21000,39.8075431,32.6973502
1398,Çankaya,Emek Mahallesi,3.0,1,110,31000,39.9222107,32.8174961
1399,Polatlı,Fatih Mahallesi,3.0,1,125,15000,39.5775119,32.129141
1400,Yenimahalle,Susuz Mahallesi,4.0,1,174,41000,40.0204091,32.6551222
1401,Çankaya,İlkbahar Mahallesi,2.0,1,123,52500,39.8621563,32.8585944
1402,Altındağ,Battalgazi Mahallesi,3.0,1,120,16000,39.9667414,32.926961
1403,Çankaya,Yaşamkent Mahallesi,2.0,1,75,30000,39.858413,32.6438736
1404,Çankaya,Yaşamkent Mahallesi,1.0,1,45,20500,39.858413,32.6438736
1405,Sincan,Fevzi Çakmak Mahallesi,3.0,1,130,23000,40.0128919,32.5172466
1406,Mamak,Saimekadın Mahallesi,2.0,1,105,20000,39.9302955,32.8928929
1407,Çankaya,İşçi Blokları Mahallesi,1.0,1,64,32000,39.8935146,32.7982283
1408,Pursaklar,Saray Cumhuriyet Mahallesi,1.0,1,62,25000,40.073594,32.9354818
1409,Çubuk,Esenboğa Merkez Mahallesi,1.0,1,58,10000,,
1410,Sincan,Fatih Mahallesi,3.0,1,135,16999,39.9892521,32.5876386
1411,Çankaya,Kültür Mahallesi,3.0,1,115,37500,39.918059,32.8608941
1412,Mamak,Kusunlar Mahallesi,2.0,1,80,16000,39.887909,32.970974
1413,Altındağ,Feridun Çelik Mahallesi,3.0,1,135,19000,39.976301,32.939114
1414,Çankaya,Konutkent Mahallesi,1.0,1,50,33000,39.877841,32.6679958
1415,Gölbaşı,Kızılcaşar Mahallesi,1.0,1,50,23000,39.8227276,32.732967
1416,Yenimahalle,Çiğdemtepe Mahallesi,3.0,1,120,20000,39.9929077,32.7934763
1417,Çankaya,Çamlıtepe Mahallesi,1.0,1,65,30000,39.9267691,32.8698635
1418,Mamak,Balkiraz Mahallesi,2.0,1,85,17500,39.9324894,32.888608
1419,Sincan,Hürriyet Mahallesi,3.0,1,134,12500,39.953579,32.5909807
1420,Altındağ,Beşikkaya Mahallesi,3.0,1,125,18000,39.9700956,32.9476632
1421,Çankaya,Balgat Mahallesi,2.0,1,100,35000,39.9090911,32.8174377
1422,Etimesgut,Şeker Mahallesi,3.0,1,130,42000,39.966909,32.6601073
1423,Keçiören,Ayvalı Mahallesi,2.0,1,105,17000,39.9833642,32.8182536
1424,Çankaya,Konutkent Mahallesi,1.0,1,74,30500,39.877841,32.6679958
1425,Keçiören,Aşağı Eğlence Mahallesi,3.0,1,125,22500,39.9715857,32.8378467
1426,Çankaya,Aşağı Öveçler Mahallesi,3.0,1,130,44000,39.8893871,32.8266983
1427,Altındağ,Zübeyde Hanım Mahallesi,3.0,1,130,22000,39.9527403,32.8470761
1428,Gölbaşı,Seğmenler Mahallesi,2.0,1,89,35000,,
1429,Pursaklar,Saray Fatih Mahallesi,1.0,1,52,16500,40.0786967,32.9204739
1430,Çankaya,Kültür Mahallesi,2.0,1,110,37000,39.918059,32.8608941
1431,Mamak,Mutlu Mahallesi,3.0,1,120,18500,39.906973,32.9037281
1432,Çankaya,Çiğdem Mahallesi,3.0,1,110,39000,39.8838377,32.8028892
1433,Kahramankazan,Atatürk Mahallesi,3.0,1,120,18500,40.203868,32.6792445
1434,Altındağ,Battalgazi Mahallesi,4.0,1,260,26000,39.9667414,32.926961
1435,Mamak,Tuzluçayır Mahallesi,3.0,1,110,18500,39.9237579,32.9071088
1436,Keçiören,Aşağı Eğlence Mahallesi,3.0,1,120,25000,39.9715857,32.8378467
1437,Çankaya,Sancak Mahallesi,1.0,1,75,29500,39.8722704,32.8632382
1438,Polatlı,Cumhuriyet Mahallesi,3.0,1,150,12500,39.5832328,32.1466362
1439,Çankaya,Kazım Özalp Mahallesi,2.0,1,70,50000,39.8931202,32.8697628
1440,Çubuk,Yenice Mahallesi,1.0,1,55,16500,40.1146598,32.9776921
1441,Keçiören,Bağlarbaşı Mahallesi,3.0,1,140,22000,39.9932896,32.8795626
1442,Çankaya,Yukarı Bahçelievler Mahallesi,3.0,1,125,42000,39.9221083,32.8261127
1443,Akyurt,Yıldırım Mahallesi,2.0,1,110,16000,40.122443,33.0759373
1444,Keçiören,Ayvalı Mahallesi,3.0,1,120,19000,39.9833642,32.8182536
1445,Çankaya,Alacaatlı Mahallesi,2.0,1,103,52000,39.8478748,32.6747922
1446,Keçiören,Basınevleri Mahallesi,2.0,1,100,25000,39.9696497,32.8531202
1447,Pursaklar,Saray Cumhuriyet Mahallesi,2.0,1,100,28500,40.073594,32.9354818
1448,Altındağ,Aydınlıkevler Mahallesi,2.0,1,100,25000,39.9627386,32.8748794
1449,Keçiören,Ayvalı Mahallesi,3.0,1,110,15750,39.9833642,32.8182536
1450,Altındağ,Aydınlıkevler Mahallesi,2.0,1,115,22000,39.9627386,32.8748794
1451,Keçiören,Sancaktepe Mahallesi,3.0,1,130,28000,39.9961177,32.8129904
1452,Yenimahalle,Yeni Batı Mahallesi,2.5,1,110,44000,39.9744626,32.6967138
1453,Çankaya,Osman Temiz Mahallesi,3.0,1,115,21500,39.8753379,32.8364438
1454,Keçiören,Aşağı Eğlence Mahallesi,2.0,1,110,24000,39.9715857,32.8378467
1455,Çankaya,Alacaatlı Mahallesi,1.0,1,50,25500,39.8478748,32.6747922
1456,Keçiören,Aşağı Eğlence Mahallesi,3.0,1,110,22500,39.9715857,32.8378467
1457,Keçiören,Aşağı Eğlence Mahallesi,3.0,1,120,19500,39.9715857,32.8378467
1458,Altındağ,Aydınlıkevler Mahallesi,2.0,1,110,25000,39.9627386,32.8748794
1459,Çankaya,Harbiye Mahallesi,3.0,1,120,20000,39.8909554,32.838563
1460,Çankaya,Kazım Özalp Mahallesi,1.0,1,75,39000,39.8931202,32.8697628
1461,Gölbaşı,Hacılar Mahallesi,3.0,1,120,42000,39.771655,32.7226391
1462,Etimesgut,Şeker Mahallesi,2.0,1,110,33000,39.966909,32.6601073
1463,Çankaya,İlkbahar Mahallesi,1.5,1,90,35000,39.8621563,32.8585944
1464,Çankaya,Topraklık Mahallesi,1.0,0,60,25000,39.9229545,32.8720461
1465,Çankaya,Maltepe Mahallesi,3.0,1,140,35000,39.9245796,32.845407
1466,Etimesgut,Güzelkent Mahallesi,3.0,1,120,30000,39.9872497,32.6074042
1467,Pursaklar,Fatih Mahallesi,3.0,1,127,23000,40.0400593,32.9014983
1468,Çankaya,Yaşamkent Mahallesi,1.0,1,65,23500,39.858413,32.6438736
1469,Gölbaşı,Bahçelievler Mahallesi,2.0,1,80,26000,39.789888,32.8072715
1470,Mamak,Diriliş Mahallesi,2.0,1,90,27750,39.9514066,32.9017354
1471,Gölbaşı,Hacılar Mahallesi,2.0,1,68,26500,39.771655,32.7226391
1472,Gölbaşı,İncek Mahallesi,1.0,1,47,20000,39.8075431,32.6973502
1473,Keçiören,Kuşcağız Mahallesi,3.0,1,120,16500,39.9946817,32.8518525
