,County,Neighborhood,Room,Saloon,m2,Price
1085,Çankaya,Hilal Mahallesi,3.0,1,130,30000
1086,Etimesgut,30 Ağustos Mahallesi,3.0,1,110,22500
1087,Sincan,Atatürk Mahallesi,3.0,1,130,16000
1088,Gölbaşı,Şafak Mahallesi,3.0,1,110,20000
1089,Gölbaşı,Bahçelievler Mahallesi,2.0,1,80,28500
1090,Keçiören,Aşağı Eğlence Mahallesi,2.0,1,120,22500
1091,Sincan,Saraycık Mahallesi,3.0,1,120,25000
1092,Gölbaşı,Taşpınar Mahallesi,3.0,1,110,30000
1093,Yenimahalle,Özevler Mahallesi,3.0,1,120,21500
1094,Gölbaşı,Seğmenler Mahallesi,2.0,1,75,27000
1095,Etimesgut,Atayurt Mahallesi,4.0,1,190,35000
1096,Gölbaşı,Seğmenler Mahallesi,2.0,1,75,27000
1097,Etimesgut,Atayurt Mahallesi,4.0,1,190,35000
1098,Mamak,Abidinpaşa Mahallesi,3.0,1,95,20000
1099,Çankaya,Seyranbağları Mahallesi,1.0,1,50,18000
1100,Keçiören,Tepebaşı Mahallesi,3.5,1,230,30000
1101,Keçiören,Şenlik Mahallesi,3.0,1,95,22000
1102,Çankaya,Huzur Mahallesi,3.0,1,130,30000
1103,Etimesgut,Altay Mahallesi,1.0,1,65,23000
1104,Keçiören,Şenyuva Mahallesi,3.0,1,125,23000
1105,Pursaklar,Ayyıldız Mahallesi,2.0,1,70,18000
1106,Sincan,Fatih Mahallesi,2.0,1,80,15000
1107,Çankaya,Yıldızevler Mahallesi,2.0,1,90,37000
1108,Keçiören,Osmangazi Mahallesi,3.0,1,130,25500
1109,Kahramankazan,Atatürk Mahallesi,3.0,1,155,27000
1110,Kahramankazan,Atatürk Mahallesi,2.0,1,110,18000
1111,Şereflikoçhisar,İstiklal Mahallesi,1.0,1,80,12000
1112,Beypazarı,Hacıkara Mahallesi,3.0,1,140,19000
1113,Gölbaşı,İncek Mahallesi,1.0,1,45,22000
1114,Gölbaşı,Taşpınar Mahallesi,1.0,1,50,22000
1115,Yenimahalle,Demetlale Mahallesi,3.0,1,125,24500
1116,Keçiören,Etlik Mahallesi,2.0,1,95,13500
1117,Gölbaşı,Kızılcaşar Mahallesi,2.0,1,130,49000
1118,Etimesgut,Şehit Osman Avcı Mahallesi,1.0,0,38,17500
1119,Etimesgut,Şeyh Şamil Mahallesi,2.0,1,75,25000
1120,Çankaya,Yaşamkent Mahallesi,3.5,1,185,48500
1121,Mamak,Altınevler Mahallesi,3.0,1,125,25500
1122,Yenimahalle,Yeni Batı Mahallesi,2.0,1,80,38000
1123,Çankaya,Cebeci Mahallesi,1.0,1,45,28000
1124,Mamak,Akşemsettin Mahallesi,3.0,1,135,30000
1125,Keçiören,Kuşcağız Mahallesi,2.0,1,90,18500
1126,Yenimahalle,Tepealtı Mahallesi,2.0,1,100,24000
1127,Yenimahalle,Beştepe Mahallesi,2.0,1,95,34250
1128,Çankaya,Birlik Mahallesi,1.0,1,60,23500
1129,Gölbaşı,Taşpınar Mahallesi,4.5,1,225,78000
1130,Mamak,Mehtap Mahallesi,2.0,1,90,18500
1131,Keçiören,Karşıyaka Mahallesi,3.0,1,150,13250
1132,Yenimahalle,Demetgül Mahallesi,3.0,1,140,20000
1133,Çankaya,Sokullu Mehmet Paşa Mahallesi,3.0,1,110,23000
1134,Etimesgut,Yukarıyurtçu Mahallesi,3.0,1,118,18000
1135,Yenimahalle,Demetgül Mahallesi,3.0,1,120,19500
1136,Keçiören,Pınarbaşı Mahallesi,4.0,1,135,20000
1137,Polatlı,Zafer Mahallesi,3.0,1,155,15000
1138,Çankaya,Büyükesat Mahallesi,1.0,1,70,30000
1139,Keçiören,Şefkat Mahallesi,3.0,0,110,20000
1140,Polatlı,Cumhuriyet Mahallesi,3.0,1,135,16000
1141,Gölbaşı,İncek Mahallesi,1.0,1,50,18000
1142,Pursaklar,Saray Cumhuriyet Mahallesi,3.0,1,140,29000
1143,Çankaya,Bahçelievler Mahallesi,4.0,1,150,85000
1144,Çankaya,Bağcılar Mahallesi,1.0,1,110,45000
1145,Çankaya,Bayraktar Mahallesi,3.0,1,115,26000
1146,Çankaya,Emek Mahallesi,3.0,1,105,29000
1147,Mamak,Tuzluçayır Mahallesi,3.0,1,120,18500
1148,Mamak,Diriliş Mahallesi,2.0,1,95,19000
1149,Altındağ,Aydınlıkevler Mahallesi,2.0,1,85,25000
1150,Çankaya,Büyükesat Mahallesi,1.0,1,65,35000
1151,Çankaya,Kazım Özalp Mahallesi,1.0,1,75,40000
1152,Çankaya,Büyükesat Mahallesi,1.0,1,70,25000
1153,Çankaya,Kazım Özalp Mahallesi,1.0,1,75,39000
1154,Çankaya,Kazım Özalp Mahallesi,2.0,1,90,42000
1155,Çankaya,Büyükesat Mahallesi,1.0,1,70,27000
1156,Çankaya,Kazım Özalp Mahallesi,1.0,1,75,30000
1157,Çankaya,Kazım Özalp Mahallesi,1.0,1,75,35000
1158,Keçiören,Yayla Mahallesi,1.0,1,81,20000
1159,Mamak,Zirvekent Mahallesi,1.0,1,65,9500
1160,Çankaya,Birlik Mahallesi,5.0,1,280,50000
1161,Mamak,Zirvekent Mahallesi,1.0,1,65,11000
1162,Yenimahalle,Yunus Emre Mahallesi,3.0,1,135,27000
1163,Çankaya,Anıttepe Mahallesi,3.0,1,100,27000
1164,Çankaya,Remzi Oğuz Arık Mahallesi,3.0,1,130,38000
1165,Yenimahalle,Serhat Mahallesi,3.0,1,130,25000
1166,Çankaya,Yukarı Dikmen Mahallesi,2.0,1,120,47000
1167,Çankaya,Ayrancı Mahallesi,7.0,1,450,82500
1168,Çankaya,Harbiye Mahallesi,3.0,1,120,30000
1169,Keçiören,Osmangazi Mahallesi,3.0,1,115,13000
1170,Keçiören,İncirli Mahallesi,3.0,1,105,19500
1171,Polatlı,Cumhuriyet Mahallesi,2.0,1,100,13000
1172,Polatlı,Şehitlik Mahallesi,3.0,1,160,18500
1173,Polatlı,Mehmet Akif Mahallesi,2.0,1,95,23500
1174,Keçiören,Kuşcağız Mahallesi,3.0,1,125,14000
1175,Etimesgut,Aşağıyurtçu Mahallesi,3.0,1,137,19000
1176,Çankaya,Alacaatlı Mahallesi,1.0,1,60,25000
1177,Etimesgut,Süvari Mahallesi,3.0,1,135,26000
1178,Çankaya,Güzeltepe Mahallesi,2.0,1,95,35000
1179,Keçiören,Adnan Menderes Mahallesi,5.0,1,210,37500
1180,Sincan,Andiçen Mahallesi,2.0,1,60,21000
1181,Sincan,Hürriyet Mahallesi,1.0,1,55,9000
1182,Çubuk,Yavuzselim Mahallesi,3.0,1,135,15000
1183,Keçiören,Ayvalı Mahallesi,2.0,1,90,19500
1184,Mamak,Altınevler Mahallesi,3.0,1,142,27000
1185,Etimesgut,İstasyon Mahallesi,3.0,1,130,21000
1186,Gölbaşı,İncek Mahallesi,1.0,1,50,27500
1187,Keçiören,Etlik Mahallesi,3.0,1,130,25250
1188,Çankaya,Kocatepe Mahallesi,3.0,1,160,28000
1189,Keçiören,Ayvalı Mahallesi,3.0,1,115,19000
1190,Altındağ,Aydınlıkevler Mahallesi,2.0,1,105,24000
1191,Polatlı,Kurtuluş Mahallesi,3.0,1,135,13000
1192,Etimesgut,Alsancak Mahallesi,3.0,1,120,24000
1193,Keçiören,Tepebaşı Mahallesi,1.0,1,90,25000
1194,Çankaya,Remzi Oğuz Arık Mahallesi,1.0,1,50,35000
1195,Mamak,Peyami Safa Mahallesi,3.0,1,130,19999
1196,Altındağ,Hacı Bayram Mahallesi,2.0,1,80,19000
1197,Yenimahalle,Yuvaköy Mahallesi,4.0,1,220,55000
1198,Çankaya,Anıttepe Mahallesi,1.0,1,67,35000
1199,Altındağ,Örnek Mahallesi,1.0,1,75,11000
1200,Pursaklar,Merkez Mahallesi,3.0,1,130,35000
1201,Keçiören,Ayvalı Mahallesi,3.0,1,105,21000
1202,Keçiören,Ayvalı Mahallesi,2.0,1,95,16000
1203,Sincan,Yeniçimşit Mahallesi,1.0,1,65,16000
1204,Keçiören,Basınevleri Mahallesi,2.0,1,72,18000
1205,Polatlı,İstiklal Mahallesi,3.0,1,165,20000
1206,Etimesgut,Altay Mahallesi,3.0,1,110,43000
1207,Altındağ,Aydınlıkevler Mahallesi,3.0,1,110,26000
1208,Keçiören,Yakacık Mahallesi,3.0,1,115,25000
1209,Polatlı,Şehitlik Mahallesi,3.0,1,135,14000
1210,Polatlı,Şentepe Mahallesi,3.0,1,160,20500
1211,Çankaya,Kızılay Mahallesi,4.0,1,130,45000
1212,Keçiören,Osmangazi Mahallesi,3.0,1,120,16000
1213,Çankaya,İlkbahar Mahallesi,2.0,1,115,35000
1214,Çankaya,Arka Topraklık Mahallesi,3.0,1,115,32000
1215,Keçiören,Ayvalı Mahallesi,3.0,1,130,18500
1216,Yenimahalle,Esentepe Mahallesi,3.0,1,125,22000
1217,Sincan,Osmanlı Mahallesi,3.0,1,120,17000
1218,Altındağ,Aydınlıkevler Mahallesi,2.0,1,110,25000
1219,Sincan,Gazi Osmanpaşa Mahallesi,3.0,1,110,17000
1220,Mamak,Hüseyingazi Mahallesi,3.0,1,120,17000
1221,Çankaya,Emek Mahallesi,3.0,1,110,36000
1222,Çankaya,Emek Mahallesi,1.0,1,90,35000
1223,Polatlı,Kurtuluş Mahallesi,3.0,1,130,13000
1224,Gölbaşı,Taşpınar Mahallesi,1.0,1,62,20000
1225,Etimesgut,Tunahan Mahallesi,1.0,1,50,18000
1226,Keçiören,Atapark Mahallesi,3.0,1,120,18000
1227,Yenimahalle,Mehmet Akif Ersoy Mahallesi,4.5,1,185,70000
1228,Çankaya,Çiğdem Mahallesi,3.0,1,110,28000
1229,Keçiören,Yayla Mahallesi,3.0,1,130,25600
1230,Polatlı,Kurtuluş Mahallesi,2.0,1,123,17000
1231,Polatlı,Şehitlik Mahallesi,1.0,1,65,21000
1232,Polatlı,Zafer Mahallesi,3.0,1,130,15250
1233,Polatlı,Cumhuriyet Mahallesi,3.0,1,140,18000
1234,Pursaklar,Saray Fatih Mahallesi,3.0,1,140,25000
1235,Polatlı,Şentepe Mahallesi,4.0,1,170,25000
1236,Çankaya,Akpınar Mahallesi,3.0,1,160,43000
1237,Etimesgut,Tunahan Mahallesi,3.0,1,120,35000
1238,Çankaya,Kızılırmak Mahallesi,1.0,1,105,88000
1239,Keçiören,Aşağı Eğlence Mahallesi,2.0,1,125,46000
1240,Polatlı,Şentepe Mahallesi,3.0,1,160,18500
1241,Polatlı,İstiklal Mahallesi,3.0,1,150,18000
1242,Polatlı,Gazi Mahallesi,3.0,1,150,17000
1243,Polatlı,İstiklal Mahallesi,3.0,1,150,18000
1244,Polatlı,Gazi Mahallesi,3.0,1,150,17000
1245,Etimesgut,Atayurt Mahallesi,2.0,1,95,25000
1246,Gölbaşı,Karşıyaka Mahallesi,3.0,1,110,25000
1247,Çankaya,Kazım Özalp Mahallesi,2.0,1,60,50000
1248,Gölbaşı,İncek Mahallesi,1.0,1,54,25000
1249,Çankaya,Oran Mahallesi,3.0,1,189,105000
1250,Çankaya,Bayraktar Mahallesi,4.0,1,190,41000
1251,Sincan,Pınarbaşı Mahallesi,3.0,1,120,18000
1252,Gölbaşı,Örencik Mahallesi,1.0,1,52,23900
1253,Keçiören,Kuşcağız Mahallesi,2.0,1,100,17500
1254,Keçiören,Aşağı Eğlence Mahallesi,3.0,1,120,18000
1255,Çankaya,Bahçelievler Mahallesi,2.0,1,75,28000
1256,Çankaya,Mutlukent Mahallesi,3.0,1,125,36000
1257,Etimesgut,Şehit Osman Avcı Mahallesi,2.0,1,95,35000
1258,Çankaya,Hilal Mahallesi,4.0,1,185,80000
1259,Etimesgut,Kazım Karabekir Mahallesi,3.0,1,110,22000
1260,Gölbaşı,İncek Mahallesi,1.0,1,48,17500
1261,Etimesgut,Etiler Mahallesi,3.0,1,120,25000
1262,Keçiören,Pınarbaşı Mahallesi,3.0,1,110,17500
1263,Gölbaşı,Karşıyaka Mahallesi,1.0,1,50,25000
1264,Mamak,Şafaktepe Mahallesi,3.0,1,140,25000
1265,Yenimahalle,Yunus Emre Mahallesi,3.0,1,135,27000
1266,Çankaya,Kültür Mahallesi,2.0,0,140,49000
1267,Keçiören,Ayvalı Mahallesi,1.0,1,90,35000
1268,Yenimahalle,Yunus Emre Mahallesi,3.0,1,140,55000
1269,Çankaya,Meşrutiyet Mahallesi,4.0,1,115,23000
1270,Çankaya,Aşıkpaşa Mahallesi,2.0,1,110,28000
1271,Sincan,Akşemsettin Mahallesi,3.0,1,100,18000
1272,Gölbaşı,Seğmenler Mahallesi,1.0,1,90,30000
1273,Keçiören,Yayla Mahallesi,3.0,1,100,19500
1274,Keçiören,Atapark Mahallesi,3.0,1,140,26000
1275,Altındağ,Örnek Mahallesi,3.0,1,125,19000
1276,Polatlı,Şehitlik Mahallesi,3.0,1,140,15000
1277,Beypazarı,Başağaç Mahallesi,3.0,1,135,23000
1278,Keçiören,Hisar Mahallesi,4.0,2,230,19000
1279,Çankaya,İlkbahar Mahallesi,4.5,1,234,65000
1280,Pursaklar,Ayyıldız Mahallesi,2.0,1,75,13000
1281,Sincan,Akşemsettin Mahallesi,2.0,1,100,19500
1282,Gölbaşı,İncek Mahallesi,1.0,1,42,17000
1283,Gölbaşı,İncek Mahallesi,1.0,1,45,22000
1284,Gölbaşı,İncek Mahallesi,1.0,1,45,19500
1285,Çankaya,Ayrancı Mahallesi,3.0,1,135,37000
1286,Gölbaşı,İncek Mahallesi,1.0,1,44,19500
1287,Gölbaşı,Örencik Mahallesi,1.0,1,55,22750
1288,Sincan,29 Ekim Mahallesi,2.0,1,90,17900
1289,Çankaya,Oğuzlar Mahallesi,2.0,1,70,38000
1290,Sincan,Plevne Mahallesi,1.0,0,150,20000
1291,Yenimahalle,Yeni Batı Mahallesi,1.0,1,50,26000
1292,Yenimahalle,Yeni Batı Mahallesi,1.0,1,50,24500
1293,Etimesgut,Atakent Mahallesi,2.0,1,120,35000
1294,Yenimahalle,Demetgül Mahallesi,3.0,1,145,23650
1295,Keçiören,Aşağı Eğlence Mahallesi,3.0,1,120,20000
1296,Altındağ,Zübeyde Hanım Mahallesi,2.5,1,110,16000
1297,Sincan,Osmanlı Mahallesi,3.0,1,120,20000
1298,Keçiören,İncirli Mahallesi,3.0,1,120,17500
1299,Çankaya,Umut Mahallesi,2.0,1,80,28000
1300,Keçiören,İncirli Mahallesi,3.0,1,120,17500
1301,Çankaya,Umut Mahallesi,2.0,1,80,28000
1302,Çubuk,Esenboğa Merkez Mahallesi,1.0,1,50,14750
1303,Sincan,İstasyon Mahallesi,3.0,1,125,35000
1304,Sincan,Plevne Mahallesi,3.0,1,120,20000
1305,Etimesgut,Şehit Osman Avcı Mahallesi,1.0,1,65,30000
1306,Altındağ,Beşikkaya Mahallesi,3.0,1,110,14500
1307,Etimesgut,30 Ağustos Mahallesi,2.0,1,90,21000
1308,Etimesgut,Tunahan Mahallesi,1.0,1,69,25500
1309,Etimesgut,Atakent Mahallesi,2.0,1,90,28000
1310,Çankaya,Ayrancı Mahallesi,3.0,1,140,38000
1311,Gölbaşı,İncek Mahallesi,5.0,1,228,54000
1312,Çankaya,Konutkent Mahallesi,1.0,1,74,36000
1313,Gölbaşı,Taşpınar Mahallesi,2.0,1,128,37500
1314,Çankaya,Konutkent Mahallesi,4.0,1,260,75000
1315,Çankaya,Yücetepe Mahallesi,3.0,1,110,36000
1316,Keçiören,Yakacık Mahallesi,3.0,1,125,22000
1317,Keçiören,Şefkat Mahallesi,3.0,1,130,25000
1318,Keçiören,Esertepe Mahallesi,3.0,1,130,25000
1319,Polatlı,Gazi Mahallesi,3.0,1,125,26000
1320,Keçiören,Ayvalı Mahallesi,3.0,1,120,20000
1321,Gölbaşı,Taşpınar Mahallesi,1.0,1,60,20000
1322,Çankaya,Beytepe Mahallesi,3.0,1,150,85000
1323,Çankaya,Tınaztepe Mahallesi,3.0,1,120,27500
1324,Çankaya,Kültür Mahallesi,3.0,1,150,30000
1325,Keçiören,Yükseltepe Mahallesi,5.0,1,240,50000
1326,Etimesgut,Ahi Mesut Mahallesi,3.0,1,100,32000
1327,Çankaya,Kazım Özalp Mahallesi,2.0,1,125,36000
1328,Çankaya,Yukarı Bahçelievler Mahallesi,2.0,1,100,42000
1329,Mamak,Balkiraz Mahallesi,2.0,1,75,26500
1330,Keçiören,Pınarbaşı Mahallesi,3.0,1,110,20000
1331,Keçiören,Basınevleri Mahallesi,1.0,1,55,22500
1332,Etimesgut,Yapracık Mahallesi,4.0,1,160,25000
1333,Mamak,Aşık Veysel Mahallesi,2.0,1,100,15000
1334,Mamak,Peyami Safa Mahallesi,3.0,1,115,20000
1335,Çankaya,Kızılırmak Mahallesi,4.0,1,220,65000
1336,Çankaya,Alacaatlı Mahallesi,1.0,1,45,23500
1337,Sincan,Menderes Mahallesi,3.0,1,160,34000
1338,Çankaya,Kazım Özalp Mahallesi,2.0,1,90,24000
1339,Etimesgut,Şehit Osman Avcı Mahallesi,1.0,1,70,25500
1340,Yenimahalle,Yeni Batı Mahallesi,1.0,1,65,26250
1341,Yenimahalle,Burç Mahallesi,5.0,1,280,41000
1342,Keçiören,Ovacık Mahallesi,4.5,1,170,53000
1343,Sincan,Hürriyet Mahallesi,3.0,1,130,14000
1344,Mamak,Balkiraz Mahallesi,3.0,1,120,22000
1345,Keçiören,Esertepe Mahallesi,6.0,1,270,36000
1346,Çubuk,Esenboğa Merkez Mahallesi,1.0,1,65,15000
1347,Çankaya,Hilal Mahallesi,2.0,1,155,62000
1348,Keçiören,Ayvalı Mahallesi,4.0,1,170,25000
1349,Çankaya,Öveçler Mahallesi,3.0,1,120,30000
1350,Çankaya,Cebeci Mahallesi,3.0,1,120,29500
1351,Pursaklar,Mimar Sinan Mahallesi,4.0,1,170,38500
1352,Gölbaşı,İncek Mahallesi,1.0,1,45,18000
1353,Gölbaşı,İncek Mahallesi,1.0,1,55,16250
1354,Gölbaşı,İncek Mahallesi,1.0,1,42,16000
1355,Keçiören,Şefkat Mahallesi,3.0,1,120,25000
1356,Gölbaşı,İncek Mahallesi,1.0,1,50,28250
1357,Yenimahalle,İnönü Mahallesi,1.0,1,60,31000
1358,Etimesgut,Şehit Osman Avcı Mahallesi,2.0,1,100,25000
1359,Yenimahalle,Aşağı Yahyalar Mahallesi,1.0,0,38,17750
1360,Çankaya,Meşrutiyet Mahallesi,1.0,0,25,20000
1361,Çankaya,Aşıkpaşa Mahallesi,2.0,1,90,21000
1362,Gölbaşı,Taşpınar Mahallesi,1.0,1,50,30000
1363,Çankaya,Gaziosmanpaşa Mahallesi,2.0,1,140,55000
1364,Çankaya,Büyükesat Mahallesi,4.0,1,200,40000
1365,Çankaya,Kırkkonaklar Mahallesi,4.0,1,200,50000
1366,Gölbaşı,İncek Mahallesi,2.0,1,55,26000
1367,Gölbaşı,İncek Mahallesi,1.0,1,60,20000
1368,Gölbaşı,İncek Mahallesi,1.0,1,47,17000
1369,Gölbaşı,Taşpınar Mahallesi,1.0,1,45,18500
1370,Gölbaşı,Taşpınar Mahallesi,2.0,1,70,34000
1371,Çankaya,100. Yıl Mahallesi,3.0,1,150,47500
1372,Keçiören,Aşağı Eğlence Mahallesi,2.0,1,95,21000
1373,Keçiören,Kuşcağız Mahallesi,3.0,1,130,21000
1374,Çankaya,Kazım Özalp Mahallesi,2.0,1,110,42000
1375,Altındağ,Aydınlıkevler Mahallesi,2.0,1,100,25000
1376,Etimesgut,Yeşilova Mahallesi,4.0,1,165,50000
1377,Çankaya,Alacaatlı Mahallesi,1.0,1,55,25350
1378,Pursaklar,Ayyıldız Mahallesi,2.0,1,65,15000
1379,Pursaklar,Ayyıldız Mahallesi,2.0,1,65,15000
1380,Keçiören,Emrah Mahallesi,2.0,1,125,23500
1381,Gölbaşı,Örencik Mahallesi,2.0,1,87,25500
1382,Çankaya,İlkbahar Mahallesi,3.0,1,130,41500
1383,Çankaya,İlkbahar Mahallesi,1.0,1,80,35500
1384,Çankaya,İşçi Blokları Mahallesi,3.0,1,110,50000
1385,Çankaya,İlkbahar Mahallesi,1.0,1,80,35500
1386,Çankaya,İşçi Blokları Mahallesi,3.0,1,110,50000
1387,Çankaya,Alacaatlı Mahallesi,1.0,1,62,32000
1388,Yenimahalle,Serhat Mahallesi,7.0,1,360,76500
1389,Keçiören,Ayvalı Mahallesi,3.0,1,130,20000
1390,Pursaklar,Saray Cumhuriyet Mahallesi,4.0,1,211,43500
1391,Yenimahalle,Burç Mahallesi,3.0,1,150,32500
1392,Gölbaşı,Kızılcaşar Mahallesi,1.0,1,60,28500
1393,Gölbaşı,İncek Mahallesi,2.0,1,100,26250
1394,Gölbaşı,İncek Mahallesi,1.0,1,45,22000
1395,Gölbaşı,İncek Mahallesi,1.0,1,45,23000
1396,Gölbaşı,Kızılcaşar Mahallesi,1.0,0,35,24000
1397,Gölbaşı,İncek Mahallesi,1.0,1,50,21000
1398,Çankaya,Emek Mahallesi,3.0,1,110,31000
1399,Polatlı,Fatih Mahallesi,3.0,1,125,15000
1400,Yenimahalle,Susuz Mahallesi,4.0,1,174,41000
1401,Çankaya,İlkbahar Mahallesi,2.0,1,123,52500
1402,Altındağ,Battalgazi Mahallesi,3.0,1,120,16000
1403,Çankaya,Yaşamkent Mahallesi,2.0,1,75,30000
1404,Çankaya,Yaşamkent Mahallesi,1.0,1,45,20500
1405,Sincan,Fevzi Çakmak Mahallesi,3.0,1,130,23000
1406,Mamak,Saimekadın Mahallesi,2.0,1,105,20000
1407,Çankaya,İşçi Blokları Mahallesi,1.0,1,64,32000
1408,Pursaklar,Saray Cumhuriyet Mahallesi,1.0,1,62,25000
1409,Çubuk,Esenboğa Merkez Mahallesi,1.0,1,58,10000
1410,Sincan,Fatih Mahallesi,3.0,1,135,16999
1411,Çankaya,Kültür Mahallesi,3.0,1,115,37500
1412,Mamak,Kusunlar Mahallesi,2.0,1,80,16000
1413,Altındağ,Feridun Çelik Mahallesi,3.0,1,135,19000
1414,Çankaya,Konutkent Mahallesi,1.0,1,50,33000
1415,Gölbaşı,Kızılcaşar Mahallesi,1.0,1,50,23000
1416,Yenimahalle,Çiğdemtepe Mahallesi,3.0,1,120,20000
1417,Çankaya,Çamlıtepe Mahallesi,1.0,1,65,30000
1418,Mamak,Balkiraz Mahallesi,2.0,1,85,17500
1419,Sincan,Hürriyet Mahallesi,3.0,1,134,12500
1420,Altındağ,Beşikkaya Mahallesi,3.0,1,125,18000
1421,Çankaya,Balgat Mahallesi,2.0,1,100,35000
1422,Etimesgut,Şeker Mahallesi,3.0,1,130,42000
1423,Keçiören,Ayvalı Mahallesi,2.0,1,105,17000
1424,Çankaya,Konutkent Mahallesi,1.0,1,74,30500
1425,Keçiören,Aşağı Eğlence Mahallesi,3.0,1,125,22500
1426,Çankaya,Aşağı Öveçler Mahallesi,3.0,1,130,44000
1427,Altındağ,Zübeyde Hanım Mahallesi,3.0,1,130,22000
1428,Gölbaşı,Seğmenler Mahallesi,2.0,1,89,35000
1429,Pursaklar,Saray Fatih Mahallesi,1.0,1,52,16500
1430,Çankaya,Kültür Mahallesi,2.0,1,110,37000
1431,Mamak,Mutlu Mahallesi,3.0,1,120,18500
1432,Çankaya,Çiğdem Mahallesi,3.0,1,110,39000
1433,Kahramankazan,Atatürk Mahallesi,3.0,1,120,18500
1434,Altındağ,Battalgazi Mahallesi,4.0,1,260,26000
1435,Mamak,Tuzluçayır Mahallesi,3.0,1,110,18500
1436,Keçiören,Aşağı Eğlence Mahallesi,3.0,1,120,25000
1437,Çankaya,Sancak Mahallesi,1.0,1,75,29500
1438,Polatlı,Cumhuriyet Mahallesi,3.0,1,150,12500
1439,Çankaya,Kazım Özalp Mahallesi,2.0,1,70,50000
1440,Çubuk,Yenice Mahallesi,1.0,1,55,16500
1441,Keçiören,Bağlarbaşı Mahallesi,3.0,1,140,22000
1442,Çankaya,Yukarı Bahçelievler Mahallesi,3.0,1,125,42000
1443,Akyurt,Yıldırım Mahallesi,2.0,1,110,16000
1444,Keçiören,Ayvalı Mahallesi,3.0,1,120,19000
1445,Çankaya,Alacaatlı Mahallesi,2.0,1,103,52000
1446,Keçiören,Basınevleri Mahallesi,2.0,1,100,25000
1447,Pursaklar,Saray Cumhuriyet Mahallesi,2.0,1,100,28500
1448,Altındağ,Aydınlıkevler Mahallesi,2.0,1,100,25000
1449,Keçiören,Ayvalı Mahallesi,3.0,1,110,15750
1450,Altındağ,Aydınlıkevler Mahallesi,2.0,1,115,22000
1451,Keçiören,Sancaktepe Mahallesi,3.0,1,130,28000
1452,Yenimahalle,Yeni Batı Mahallesi,2.5,1,110,44000
1453,Çankaya,Osman Temiz Mahallesi,3.0,1,115,21500
1454,Keçiören,Aşağı Eğlence Mahallesi,2.0,1,110,24000
1455,Çankaya,Alacaatlı Mahallesi,1.0,1,50,25500
1456,Keçiören,Aşağı Eğlence Mahallesi,3.0,1,110,22500
1457,Keçiören,Aşağı Eğlence Mahallesi,3.0,1,120,19500
1458,Altındağ,Aydınlıkevler Mahallesi,2.0,1,110,25000
1459,Çankaya,Harbiye Mahallesi,3.0,1,120,20000
1460,Çankaya,Kazım Özalp Mahallesi,1.0,1,75,39000
1461,Gölbaşı,Hacılar Mahallesi,3.0,1,120,42000
1462,Etimesgut,Şeker Mahallesi,2.0,1,110,33000
1463,Çankaya,İlkbahar Mahallesi,1.5,1,90,35000
1464,Çankaya,Topraklık Mahallesi,1.0,0,60,25000
1465,Çankaya,Maltepe Mahallesi,3.0,1,140,35000
1466,Etimesgut,Güzelkent Mahallesi,3.0,1,120,30000
1467,Pursaklar,Fatih Mahallesi,3.0,1,127,23000
1468,Çankaya,Yaşamkent Mahallesi,1.0,1,65,23500
1469,Gölbaşı,Bahçelievler Mahallesi,2.0,1,80,26000
1470,Mamak,Diriliş Mahallesi,2.0,1,90,27750
1471,Gölbaşı,Hacılar Mahallesi,2.0,1,68,26500
1472,Gölbaşı,İncek Mahallesi,1.0,1,47,20000
1473,Keçiören,Kuşcağız Mahallesi,3.0,1,120,16500
